event_name,timestamp,info,exp_iteration,data,additional_info
exp_preparing,2025-09-29 02:50:18,,03,"{""status"": ""ready"", ""input_prompt_ver"": ""v3""}","{""case_index_list"": [""13"", ""09"", ""02"", ""01"", ""14""], ""save_dir"": ""/dog_counseling/prompting/exp_record/exp_log_v3_03.csv""}"
chat_process_started,2025-09-29 02:50:18,,"{""num_cases"": 5}","{""case_index_list"": [""13"", ""09"", ""02"", ""01"", ""14""]}"
chat_generated...,2025-09-29 02:50:22,Case09...[1]counselor,,
chat_generated...,2025-09-29 02:50:22,Case02...[1]counselor,,
chat_generated...,2025-09-29 02:50:23,Case01...[1]counselor,,
chat_generated...,2025-09-29 02:50:23,Case14...[1]counselor,,
chat_generated...,2025-09-29 02:50:24,Case13...[1]counselor,,
chat_generated...,2025-09-29 02:50:24,Case09...[1]tester,,
chat_generated...,2025-09-29 02:50:25,Case13...[1]tester,,
chat_generated...,2025-09-29 02:50:25,Case02...[1]tester,,
chat_generated...,2025-09-29 02:50:27,Case14...[1]tester,,
chat_generated...,2025-09-29 02:50:27,Case09...[2]counselor,,
chat_generated...,2025-09-29 02:50:29,Case09...[2]tester,,
chat_generated...,2025-09-29 02:50:29,Case01...[1]tester,,
chat_generated...,2025-09-29 02:50:31,Case14...[2]counselor,,
chat_generated...,2025-09-29 02:50:32,Case14...[2]tester,,
chat_generated...,2025-09-29 02:50:33,Case09...[3]counselor,,
chat_generated...,2025-09-29 02:50:34,Case13...[2]counselor,,
chat_generated...,2025-09-29 02:50:34,Case09...[3]tester,,
chat_generated...,2025-09-29 02:50:34,Case13...[2]tester,,
chat_generated...,2025-09-29 02:50:36,Case01...[2]counselor,,
chat_generated...,2025-09-29 02:50:37,Case01...[2]tester,,
chat_generated...,2025-09-29 02:50:39,Case13...[3]counselor,,
chat_generated...,2025-09-29 02:50:40,Case14...[3]counselor,,
chat_generated...,2025-09-29 02:50:40,Case13...[3]tester,,
chat_generated...,2025-09-29 02:50:41,Case14...[3]tester,,
chat_generated...,2025-09-29 02:50:41,Case09...[4]counselor,,
chat_generated...,2025-09-29 02:50:42,Case01...[3]counselor,,
chat_generated...,2025-09-29 02:50:42,Case09...[4]tester,,
chat_generated...,2025-09-29 02:50:44,Case13...[4]counselor,,
chat_generated...,2025-09-29 02:50:44,Case01...[3]tester,,
chat_generated...,2025-09-29 02:50:45,Case13...[4]tester,,
chat_generated...,2025-09-29 02:50:46,Case02...[2]counselor,,
chat_generated...,2025-09-29 02:50:48,Case09...[5]counselor,,
chat_generated...,2025-09-29 02:50:49,Case13...[5]counselor,,
chat_generated...,2025-09-29 02:50:49,Case09...[5]tester,,
chat_generated...,2025-09-29 02:50:50,Case13...[5]tester,,
chat_generated...,2025-09-29 02:50:51,Case02...[2]tester,,
chat_generated...,2025-09-29 02:50:53,Case13...[6]counselor,,
chat_generated...,2025-09-29 02:50:54,Case13...[6]tester,,
chat_generated...,2025-09-29 02:50:55,Case09...[6]counselor,,
chat_generated...,2025-09-29 02:50:55,Case01...[4]counselor,,
chat_generated...,2025-09-29 02:50:56,Case09...[6]tester,,
chat_generated...,2025-09-29 02:50:57,Case01...[4]tester,,
chat_generated...,2025-09-29 02:50:59,Case13...[7]counselor,,
chat_generated...,2025-09-29 02:51:00,Case13...[7]tester,,
chat_generated...,2025-09-29 02:51:01,Case09...[7]counselor,,
chat_generated...,2025-09-29 02:51:01,Case09...[7]tester,,
chat_generated...,2025-09-29 02:51:04,Case01...[5]counselor,,
chat_generated...,2025-09-29 02:51:05,Case02...[3]counselor,,
chat_generated...,2025-09-29 02:51:05,Case01...[5]tester,,
chat_generated...,2025-09-29 02:51:06,Case09...[8]counselor,,
chat_generated...,2025-09-29 02:51:06,Case02...[3]tester,,
chat_generated...,2025-09-29 02:51:06,Case14...[4]counselor,,
chat_generated...,2025-09-29 02:51:07,Case13...[8]counselor,,
chat_generated...,2025-09-29 02:51:07,Case09...[8]tester,,
chat_generated...,2025-09-29 02:51:08,Case14...[4]tester,,
chat_generated...,2025-09-29 02:51:08,Case13...[8]tester,,
chat_generated...,2025-09-29 02:51:10,Case01...[6]counselor,,
chat_generated...,2025-09-29 02:51:11,Case13...[9]counselor,,
chat_generated...,2025-09-29 02:51:12,Case01...[6]tester,,
chat_generated...,2025-09-29 02:51:12,Case02...[4]counselor,,
chat_generated...,2025-09-29 02:51:13,Case13...[9]tester,,
chat_generated...,2025-09-29 02:51:13,Case09...[9]counselor,,
chat_generated...,2025-09-29 02:51:13,Case02...[4]tester,,
