event_name,timestamp,info,exp_iteration,data,additional_info
exp_preparing,2025-09-28 15:27:20,,01,"{""status"": ""ready"", ""input_prompt_ver"": ""v1""}","{""case_index_list"": [""01"", ""06"", ""00"", ""08"", ""14""], ""save_dir"": ""/dog_counseling/prompting/exp_record/exp_log01.csv""}"
chat_process_started,2025-09-28 15:27:20,,"{""num_cases"": 5}","{""case_index_list"": [""01"", ""06"", ""00"", ""08"", ""14""]}"
chat_generated...,2025-09-28 15:27:24,Case06...[1]counselor,,
chat_generated...,2025-09-28 15:27:24,Case01...[1]counselor,,
chat_generated...,2025-09-28 15:27:24,Case00...[1]counselor,,
chat_generated...,2025-09-28 15:27:25,Case14...[1]counselor,,
chat_generated...,2025-09-28 15:27:25,Case06...[1]tester,,
chat_generated...,2025-09-28 15:27:25,Case08...[1]counselor,,
chat_generated...,2025-09-28 15:27:27,Case00...[1]tester,,
chat_generated...,2025-09-28 15:27:28,Case06...[2]counselor,,
chat_generated...,2025-09-28 15:27:28,Case01...[1]tester,,
chat_generated...,2025-09-28 15:27:28,Case08...[1]tester,,
chat_generated...,2025-09-28 15:27:29,Case06...[2]tester,,
chat_generated...,2025-09-28 15:27:30,Case14...[1]tester,,
chat_generated...,2025-09-28 15:27:32,Case08...[2]counselor,,
chat_generated...,2025-09-28 15:27:32,Case06...[3]counselor,,
chat_generated...,2025-09-28 15:27:33,Case08...[2]tester,,
chat_generated...,2025-09-28 15:27:33,Case01...[2]counselor,,
chat_generated...,2025-09-28 15:27:33,Case06...[3]tester,,
chat_generated...,2025-09-28 15:27:33,Case00...[2]counselor,,
chat_generated...,2025-09-28 15:27:34,Case14...[2]counselor,,
chat_generated...,2025-09-28 15:27:34,Case00...[2]tester,,
chat_generated...,2025-09-28 15:27:35,Case14...[2]tester,,
chat_generated...,2025-09-28 15:27:36,Case01...[2]tester,,
chat_generated...,2025-09-28 15:27:36,Case08...[3]counselor,,
chat_generated...,2025-09-28 15:27:37,Case08...[3]tester,,
chat_generated...,2025-09-28 15:27:40,Case06...[4]counselor,,
chat_generated...,2025-09-28 15:27:41,Case06...[4]tester,,
chat_generated...,2025-09-28 15:27:43,Case00...[3]counselor,,
chat_generated...,2025-09-28 15:27:43,Case06...[5]counselor,,
chat_generated...,2025-09-28 15:27:44,Case01...[3]counselor,,
chat_generated...,2025-09-28 15:27:44,Case00...[3]tester,,
chat_generated...,2025-09-28 15:27:45,Case06...[5]tester,,
chat_generated...,2025-09-28 15:27:48,Case08...[4]counselor,,
chat_generated...,2025-09-28 15:27:50,Case14...[3]counselor,,
chat_generated...,2025-09-28 15:27:50,Case01...[3]tester,,
chat_generated...,2025-09-28 15:27:51,Case08...[4]tester,,
chat_generated...,2025-09-28 15:27:51,Case14...[3]tester,,
chat_generated...,2025-09-28 15:27:53,Case00...[4]counselor,,
chat_generated...,2025-09-28 15:27:54,Case06...[6]counselor,,
chat_generated...,2025-09-28 15:27:54,Case00...[4]tester,,
chat_generated...,2025-09-28 15:27:55,Case06...[6]tester,,
chat_generated...,2025-09-28 15:27:55,Case01...[4]counselor,,
chat_generated...,2025-09-28 15:27:55,Case08...[5]counselor,,
chat_generated...,2025-09-28 15:27:56,Case06...[7]counselor,,
chat_generated...,2025-09-28 15:27:57,Case01...[4]tester,,
chat_generated...,2025-09-28 15:27:57,Case08...[5]tester,,
chat_generated...,2025-09-28 15:27:57,Case06...[7]tester,,
chat_generated...,2025-09-28 15:28:00,Case01...[5]counselor,,
chat_generated...,2025-09-28 15:28:00,Case06...[8]counselor,,
chat_generated...,2025-09-28 15:28:02,Case14...[4]counselor,,
chat_generated...,2025-09-28 15:28:02,Case01...[5]tester,,
chat_generated...,2025-09-28 15:28:02,Case06...[8]tester,,
chat_generated...,2025-09-28 15:28:03,Case14...[4]tester,,
chat_generated...,2025-09-28 15:28:03,Case00...[5]counselor,,
chat_generated...,2025-09-28 15:28:04,Case00...[5]tester,,
chat_generated...,2025-09-28 15:28:04,Case06...[9]counselor,,
chat_generated...,2025-09-28 15:28:06,Case06...[9]tester,,
chat_generated...,2025-09-28 15:28:07,Case14...[5]counselor,,
chat_generated...,2025-09-28 15:28:07,Case00...[6]counselor,,
chat_generated...,2025-09-28 15:28:08,Case14...[5]tester,,
chat_generated...,2025-09-28 15:28:08,Case08...[6]counselor,,
chat_generated...,2025-09-28 15:28:08,Case00...[6]tester,,
chat_generated...,2025-09-28 15:28:09,Case08...[6]tester,,
chat_generated...,2025-09-28 15:28:10,Case01...[6]counselor,,
chat_generated...,2025-09-28 15:28:12,Case06...[10]counselor,,
chat_generated...,2025-09-28 15:28:12,Case01...[6]tester,,
chat_generated...,2025-09-28 15:28:13,Case06...[10]tester,,
